block_id,source_text,target_text,notes
1-653,"653. Katamaṃ taṃ rūpaṃ anupādiṇṇaṃ? Saddāyatanaṃ kāyaviññatti vacīviññatti rūpassa lahutā rūpassa mudutā rūpassa kammaññatā rūpassa jaratā rūpassa aniccatā, yaṃ vā panaññampi atthi rūpaṃ na kammassa katattā rūpāyatanaṃ gandhāyatanaṃ rasāyatanaṃ phoṭṭhabbāyatanaṃ ākāsadhātu āpodhātu rūpassa upacayo rūpassa santati kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ anupādiṇṇaṃ.","What is that [material] form which is grasped at ( upādiṇṇaṃ )?
The spheres of sight, hearing, smell, taste, body-sensibility, femininity, masculinity, life, or whatever form there exists through karma having been wrought, whether it be in the spheres of visible forms, odours, tastes, or the tangible; the element of space, the fluid element, the integration or the subsistence of [material] form, or bodily nutriment—this is that [material] form which is grasped at.",
1-654,"654. Katamaṃ taṃ rūpaṃ upādiṇṇupādāniyaṃ? Cakkhāyatanaṃ…pe… kāyāyatanaṃ itthindriyaṃ purisindriyaṃ jīvitindriyaṃ, yaṃ vā panaññampi atthi rūpaṃ kammassa katattā rūpāyatanaṃ gandhāyatanaṃ rasāyatanaṃ phoṭṭhabbāyatanaṃ ākāsadhātu āpodhātu rūpassa upacayo rūpassa santati kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ upādiṇṇupādāniyaṃ.","What is that [material] form which is not grasped at?
The sphere of sound, bodily and vocal intimation, lightness, plasticity and wieldiness of [material] form, its decay and impermanence, of whatever other [material] form exists which is not due to karma having been wrought, whether it be in the sphere of visible forms, smells, tastes, or the tangible; the element of space or that of fluidity; the integration or the subsistence of [material] form, or bodily nutriment—this is that [material] form which is not grasped at.",
1-655,"655. Katamaṃ taṃ rūpaṃ anupādiṇṇupādāniyaṃ? Saddāyatanaṃ kāyaviññatti vacīviññatti rūpassa lahutā rūpassa mudutā rūpassa kammaññatā rūpassa jaratā rūpassa aniccatā, yaṃ vā panaññampi atthi rūpaṃ na kammassa katattā, rūpāyatanaṃ gandhāyatanaṃ rasāyatanaṃ phoṭṭhabbāyatanaṃ ākāsadhātu āpodhātu rūpassa upacayo rūpassa santati kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ anupādiṇṇupādāniyaṃ.","What is that form which is both grasped at and favourable to grasping ( upādiṇṇ' upādāniyaṃ )?
The spheres of the five senses, femininity, masculinity and life, or whatever other form exists through karma having been wrought, whether it be in the spheres of visible forms, odours, tastes or the tangible, in the elements of space or fluidity, in the integration or the subsistence of form, or in bodily nutriment—this is that form which is both grasped at and favourable to grasping.",
1-656,656. Katamaṃ taṃ rūpaṃ sanidassanaṃ? Rūpāyatanaṃ – idaṃ taṃ rūpaṃ sanidassanaṃ.,"What is that [material] form which is not grasped at, but is favourable to grasping ( anupādiṇṇ' upādāniyaṃ )?
The sphere of sounds, bodily and vocal intimation, the lightness, plasticity, wieldiness, decay and impermanence of form, or whatever other form exists which is not due to karma having been wrought, whether it be in the sphere of visible shapes, smells, tastes, the tangible, in the element of space or of fluidity, in the integration, or the subsistence of form, or in bodily nutriment—this is that [material] form which is not grasped at but is favourable to grasping.",
1-657,657. Katamaṃ taṃ rūpaṃ anidassanaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ anidassanaṃ.,"What is that [material] form which is visible?
The sphere of visible shapes—this is that [material] form which is visible.",
1-658,658. Katamaṃ taṃ rūpaṃ sappaṭighaṃ? Cakkhāyatanaṃ sotāyatanaṃ ghānāyatanaṃ jivhāyatanaṃ kāyāyatanaṃ rūpāyatanaṃ saddāyatanaṃ gandhāyatanaṃ rasāyatanaṃ phoṭṭhabbāyatanaṃ – idaṃ taṃ rūpaṃ sappaṭighaṃ.,"What is that [material] form which is invisible?
The sphere of vision … and bodily nutriment—this is that [material] form which is invisible.",
1-659,659. Katamaṃ taṃ rūpaṃ appaṭighaṃ? Itthindriyaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ appaṭighaṃ.,"What is that [material] form which reacts-and-impinges ( sappaṭighaṃ )?
The spheres of vision, hearing, smell, taste, body-sensibility; the spheres of visible shapes, sounds, smells, tastes, tangibles—this is that [material] form which reacts-and-impinges.",
1-660,660. Katamaṃ taṃ rūpaṃ indriyaṃ? Cakkhundriyaṃ sotindriyaṃ ghānindriyaṃ jivhindriyaṃ kāyindriyaṃ itthindriyaṃ purisindriyaṃ jīvitindriyaṃ – idaṃ taṃ rūpaṃ indriyaṃ.,"What is that [material] form which does not react-or-impinge?
Femininity … and bodily nutriment—this is that [material] form which does not react-or-impinge.",
1-661,661. Katamaṃ taṃ rūpaṃ na indriyaṃ? Rūpāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na indriyaṃ.,"What is that form which is faculty ( indriyaṃ )?
The faculties (or personal potentialities) of vision, hearing, smell, taste, body-sensibility, woman, man, life—this is that form which is faculty.",
1-662,662. Katamaṃ taṃ rūpaṃ mahābhūtaṃ? Phoṭṭhabbāyatanaṃ āpodhātu – idaṃ taṃ rūpaṃ mahābhūtaṃ.,"What is that form which is not faculty?
The spheres of visible form … and bodily nutriment—this is that form which is not faculty.",
1-663,663. Katamaṃ taṃ rūpaṃ na mahābhūtaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na mahābhūtaṃ.,"What is that [material] form which is Great Phenomenon ( mahābhūtaṃ )?
The sphere of the tangible and the element of fluidity—this is that [material] form which is Great Phenomenon.",
1-664,664. Katamaṃ taṃ rūpaṃ viññatti? Kāyaviññatti vacīviññatti – idaṃ taṃ rūpaṃ viññatti.,"What is that [material] form which is not Great Phenomenon?
The sphere of vision … and bodily nutriment—this is that [material] form which is not Great Phenomenon.",
1-665,665. Katamaṃ taṃ rūpaṃ na viññatti? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na viññatti.,"What is that [material] form which is intimation, ( viññatti )?
Bodily and vocal intimation—this is that [material] form which is intimation.",
1-666,666. Katamaṃ taṃ rūpaṃ cittasamuṭṭhānaṃ? Kāyaviññatti vacīviññatti yaṃ vā panaññampi atthi rūpaṃ cittajaṃ cittahetukaṃ cittasamuṭṭhānaṃ rūpāyatanaṃ saddāyatanaṃ gandhāyatanaṃ rasāyatanaṃ phoṭṭhabbāyatanaṃ ākāsadhātu āpodhātu rūpassa lahutā rūpassa mudutā rūpassa kammaññatā rūpassa upacayo rūpassa santati kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ cittasamuṭṭhānaṃ.,"What is that [material] form which is not intimation?
The sphere of vision … and bodily nutriment—this is that [material] form which is not intimation.",
1-667,"667. Katamaṃ taṃ rūpaṃ na cittasamuṭṭhānaṃ? Cakkhāyatanaṃ…pe… kāyāyatanaṃ itthindriyaṃ purisindriyaṃ jīvitindriyaṃ rūpassa jaratā rūpassa aniccatā, yaṃ vā panaññampi atthi rūpaṃ na cittajaṃ na cittahetukaṃ na cittasamuṭṭhānaṃ rūpāyatanaṃ saddāyatanaṃ gandhāyatanaṃ rasāyatanaṃ phoṭṭhabbāyatanaṃ ākāsadhātu āpodhātu rūpassa lahutā rūpassa mudutā rūpassa kammaññatā rūpassa upacayo rūpassa santati kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na cittasamuṭṭhānaṃ.","What is that [material] form which is sprung from thought ( citta-samuṭṭhānaṃ )?
Bodily and vocal intimation, or whatever other [material] form exists that is born of mind, caused by mind, has its source in mind, whether it be in the sphere of visible shapes, sounds, odours, tastes or tangibles, in the spatial, or the fluid element, in the lightness, plasticity, wieldiness, integration or subsistence of form, or in bodily nutriment—this is that [material] form which is sprung from mind.",
1-668,668. Katamaṃ taṃ rūpaṃ cittasahabhu? Kāyaviññatti vacīviññatti – idaṃ taṃ rūpaṃ cittasahabhu.,"What is that [material] form which is not sprung from mind?
The sphere of the five senses, femininity, masculinity and life, the decay and the impermanence of [material] form, or whatever other [material] form exists that is not born of mind, not caused by mind, does not have its source in mind, whether it be in the sphere of visible forms, sounds, odours, tastes, or tangibles, in the spatial or fluid element, in the lightness, plasticity, wieldiness, integration or subsistence of [material] form, or in bodily nutriment—this is that [material] form which is not sprung from mind.",
1-669,669. Katamaṃ taṃ rūpaṃ na cittasahabhu? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na cittasahabhu.,What is that [material] form which comes into being together with mind ( citta-saha-bhū )?,
1-670,670. Katamaṃ taṃ rūpaṃ cittānuparivatti? Kāyaviññatti vacīviññatti – idaṃ taṃ rūpaṃ cittānuparivatti.,"What is that [material] form which does not come into being together with mind?
Answers as in the preceding pair of relatives.",
1-671,671. Katamaṃ taṃ rūpaṃ na cittānuparivatti? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na cittānuparivatti.,What is that [material] form which is consecutive to mind ( citt' ānuparivatti )?,
1-672,672. Katamaṃ taṃ rūpaṃ ajjhattikaṃ? Cakkhāyatanaṃ…pe… kāyāyatanaṃ – idaṃ taṃ rūpaṃ ajjhattikaṃ.,"What is that [material] form which is not consecutive to mind?
Answers as in the preceding pair of relatives.",
1-673,673. Katamaṃ taṃ rūpaṃ bāhiraṃ? Rūpāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ bāhiraṃ.,"What is that [material] form which belongs to the self ( ajjhattikaṃ )?
The spheres of the five senses—this is that [material] form which belongs to the self.",
1-674,674. Katamaṃ taṃ rūpaṃ oḷārikaṃ? Cakkhāyatanaṃ…pe… phoṭṭhabbāyatanaṃ – idaṃ taṃ rūpaṃ oḷārikaṃ.,"What is that [material] form which is external (to the self— bāhiraṃ )?
The sphere of the five kinds of sense-objects … and bodily nutriment—this is that [material] form which is external (to the self).",
1-675,675. Katamaṃ taṃ rūpaṃ sukhumaṃ? Itthindriyaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ sukhumaṃ.,"Which is that [material] form which is gross ( oḷārikaṃ )?
The spheres of the five senses and of the five kinds of sense-objects—this is that [material] form which is gross.",
1-676,676. Katamaṃ taṃ rūpaṃ dūre? Itthindriyaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ dūre.,"Which is that [material] form which is subtle ( sukhumaṃ )?
Woman-faculty … and bodily nutriment—this is that [material] form which is subtle.",
1-677,677. Katamaṃ taṃ rūpaṃ santike? Cakkhāyatanaṃ…pe… phoṭṭhabbāyatanaṃ – idaṃ taṃ rūpaṃ santike.,"What is that [material] form which is remote ( dūre )?
Woman-faculty … and bodily nutriment—this is that [material] form which is remote.",
1-678,678. Katamaṃ taṃ rūpaṃ cakkhusamphassassa vatthu? Cakkhāyatanaṃ – idaṃ taṃ rūpaṃ cakkhusamphassassa vatthu.,"What is that [material] form which is near ( santike )?
The spheres of the five senses and of the five kinds of sense-objects—this is that [material] form which is near.
Basis ( vatthu )",
1-679,679. Katamaṃ taṃ rūpaṃ cakkhusamphassassa na vatthu? Sotāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ cakkhusamphassassa na vatthu.,"What is that [material] form which is the basis of visual contact ( cakkhusamphassassa vatthu )?
The sphere of vision—this is that [material] form which is the basis of visual contact.",
1-680,680. Katamaṃ taṃ rūpaṃ cakkhusamphassajāya vedanāya…pe… saññāya…pe… cetanāya …pe… cakkhuviññāṇassa vatthu? Cakkhāyatanaṃ – idaṃ taṃ rūpaṃ cakkhuviññāṇassa vatthu.,"What is that [material] form which is not the basis of visual contact?
The sphere of hearing … and bodily nutriment—this is that [material] form which is not, etc.",
1-681,681. Katamaṃ taṃ rūpaṃ cakkhuviññāṇassa na vatthu? Sotāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ cakkhuviññāṇassa na vatthu.,"What is that [material] form which is the basis of
the feeling …
the perception …
the volition …
the visual cognition
which is born of visual contact?
The sphere of vision—this is that [material] form which is the basis of the … visual cognition which is born of visual contact.",
1-682,682. Katamaṃ taṃ rūpaṃ sotasamphassassa…pe… ghānasamphassassa…pe… jivhāsamphassassa…pe… kāyasamphassassa vatthu? Kāyāyatanaṃ – idaṃ taṃ rūpaṃ kāyasamphassassa vatthu.,"What is that [material] form which is not the basis of the … visual cognition born of visual contact?
The sphere of hearing … and bodily nutriment—this is that [material] form which is not the basis of the … visual cognition born of visual contact.",
1-683,683. Katamaṃ taṃ rūpaṃ kāyasamphassassa na vatthu? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ kāyasamphassassa na vatthu.,"What is that form which is the basis of
auditory …
olfactory …
gustatory …
bodily
contact?
The sphere of … body-sensibility—this is that [material] form which is the basis of … bodily contact.",
1-684,684. Katamaṃ taṃ rūpaṃ kāyasamphassajāya vedanāya…pe… saññāya…pe… cetanāya…pe… kāyaviññāṇassa vatthu? Kāyāyatanaṃ – idaṃ taṃ rūpaṃ kāyaviññāṇassa vatthu.,"What is that [material] form which is not the basis of … bodily contact?
The sphere of vision … and bodily nutriment—this is that [material] form which is not the basis of … bodily contact.",
1-685,685. Katamaṃ taṃ rūpaṃ kāyaviññāṇassa na vatthu? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ kāyaviññāṇassa na vatthu.,"What is that [material] form which is the basis of
the feeling …
the perception …
the volition …
the … cognition of body
that is born of … bodily contact?
The sphere … of body-sensibility—this is that [material] form which is the basis of the … cognition of body that is born of … bodily contact.",
1-686,686. Katamaṃ taṃ rūpaṃ cakkhusamphassassa ārammaṇaṃ? Rūpāyatanaṃ – idaṃ taṃ rūpaṃ cakkhusamphassassa ārammaṇaṃ.,"What is that [material] form which is not the basis of the … cognition of body born of … bodily contact?
The sphere of vision … and bodily nutriment—this is that [material] form which is not the basis of the … cognition of body born, etc.
Mental object or idea ( ārammaṇaṃ )",
1-687,687. Katamaṃ taṃ rūpaṃ cakkhusamphassassa na ārammaṇaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ cakkhusamphassassa na ārammaṇaṃ.,"What is that [material] form which is the object in visual contact?
The sphere of visible forms—this is that [material] form which is the object in visual contact.",
1-688,688. Katamaṃ taṃ rūpaṃ cakkhusamphassajāya vedanāya…pe… saññāya…pe… cetanāya…pe… cakkhuviññāṇassa ārammaṇaṃ? Rūpāyatanaṃ – idaṃ taṃ rūpaṃ cakkhuviññāṇassa ārammaṇaṃ.,"What is that [material] form which is not the object in visual contact?
The sphere of vision … and bodily nutriment—this is that [material] form which is not, etc.",
1-689,689. Katamaṃ taṃ rūpaṃ cakkhuviññāṇassa na ārammaṇaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ cakkhuviññāṇassa na ārammaṇaṃ.,"What is that [material] form which is the object in
the feeling …
the perception …
the volition …
the visual cognition
that is born of visual contact?
The sphere of visible shapes—this is that [material] form which is the object in … the visual cognition that is born of visual contact.",
1-690,690. Katamaṃ taṃ rūpaṃ sotasamphassassa…pe… ghānasamphassassa …pe… jivhāsamphassassa…pe… kāyasamphassassa ārammaṇaṃ? Phoṭṭhabbāyatanaṃ – idaṃ taṃ rūpaṃ kāyasamphassassa ārammaṇaṃ.,"What is that [material] form which is not the object in the … visual cognition born of visual contact?
The sphere of vision … and bodily nutriment—this is that [material] form which is not the object, etc.",
1-691,691. Katamaṃ taṃ rūpaṃ kāyasamphassassa na ārammaṇaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ kāyasamphassassa na ārammaṇaṃ.,"What is that [material] form which is the object in
auditory …
olfactory …
gustatory …
bodily
contact?
The sphere of … the tangible—this is that [material] form which is the object in … bodily contact.",
1-692,692. Katamaṃ taṃ rūpaṃ kāyasamphassajāya vedanāya…pe… saññāya…pe… cetanāya…pe… kāyaviññāṇassa ārammaṇaṃ? Phoṭṭhabbāyatanaṃ – idaṃ taṃ rūpaṃ kāyaviññāṇassa ārammaṇaṃ.,"What is that [material] form which is not the object in … bodily contact?
The sphere of vision … and bodily nutriment—this is that [material] form which is not the object in … bodily contact.",
1-693,693. Katamaṃ taṃ rūpaṃ kāyaviññāṇassa na ārammaṇaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ kāyaviññāṇassa na ārammaṇaṃ.,"What is that [material] form which is the object in
the feeling …
the perception …
the volition …
the … cognition of body
that is born of … bodily contact?
The sphere of the tangible—this is that [material] form which is the object in the … cognition of body that is born of … bodily contact.",
1-694,694. Katamaṃ taṃ rūpaṃ cakkhāyatanaṃ? Yaṃ cakkhu catunnaṃ mahābhūtānaṃ upādāya pasādo…pe… suñño gāmo peso – idaṃ taṃ rūpaṃ cakkhāyatanaṃ.,"What is that [material] form which is not the object in the … cognition of body that is born of bodily contact?
The sphere of vision … and bodily nutriment—this is that [material] form which is not the object, etc.
Sphere of sense ( āyatanaṃ )",
1-695,695. Katamaṃ taṃ rūpaṃ na cakkhāyatanaṃ? Sotāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na cakkhāyatanaṃ.,"What is that [material] form which is the sphere of vision?
The eye, that is to say, the sentient organ which is derived from the four Great Phenomena … this that is “an empty village”—this is that [material] form which is the sphere of vision.",
1-696,696. Katamaṃ taṃ rūpaṃ sotāyatanaṃ…pe… ghānāyatanaṃ…pe… jivhāyatanaṃ…pe… kāyāyatanaṃ? Yo kāyo catunnaṃ mahābhūtānaṃ upādāya pasādo…pe… suñño gāmo peso – idaṃ taṃ rūpaṃ kāyāyatanaṃ.,"What is that [material] form which is not the sphere of vision?
The sphere of hearing … and bodily nutriment—this is that [material] form which is not the sphere of vision.",
1-697,697. Katamaṃ taṃ rūpaṃ na kāyāyatanaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na kāyāyatanaṃ.,"What is that [material] form which is the sphere of
hearing …
smell …
taste …
body-sensibility?
The body, that is to say, the sentient organ which is derived from the four Great Phenomena … this that is “an empty village”—this is that [material] form which is the sphere of … body-sensibility.",
1-698,698. Katamaṃ taṃ rūpaṃ rūpāyatanaṃ? Yaṃ rūpaṃ catunnaṃ mahābhūtānaṃ upādāya vaṇṇanibhā…pe… rūpadhātu pesā – idaṃ taṃ rūpaṃ rūpāyatanaṃ.,"What is that [material] form which is not the sphere of … body-sensibility?
The sphere of vision … and bodily nutriment—this is that [material] form which is not, etc.",
1-699,699. Katamaṃ taṃ rūpaṃ na rūpāyatanaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na rūpāyatanaṃ.,"What is that [material] form which is the sphere of visible shapes?
That form which, derived from the four Great Phenomena, is visible under the appearance of colour … this … which is the constituent element of visible form—this is that [material] form which is the sphere of visible forms.",
1-700,700. Katamaṃ taṃ rūpaṃ saddāyatanaṃ…pe… gandhāyatanaṃ …pe… rasāyatanaṃ…pe… phoṭṭhabbāyatanaṃ? Pathavīdhātu…pe… phoṭṭhabbadhātu pesā – idaṃ taṃ rūpaṃ phoṭṭhabbāyatanaṃ.,"What is that [material] form which is not the sphere of visible shapes?
The sphere of vision … and bodily nutriment—this is that [material] form which is not, etc.",
1-701,701. Katamaṃ taṃ rūpaṃ na phoṭṭhabbāyatanaṃ ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na phoṭṭhabbāyatanaṃ.,"What is that [material] form which is the sphere of
sound,
odour,
taste,
the tangible?
The earthy (solid) element … this that is the … element of the tangible—this is that [material] form which is the sphere of the tangible.",
1-702,702. Katamaṃ taṃ rūpaṃ cakkhudhātu? Cakkhāyatanaṃ – idaṃ taṃ rūpaṃ cakkhudhātu.,"What is that [material] form which is not the sphere of … the tangible?
The sphere of vision … and bodily nutriment—this is that [material] form which is not, etc.
Element ( dhātu )",
1-703,703. Katamaṃ taṃ rūpaṃ na cakkhudhātu? Sotāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na cakkhudhātu.,"What is that [material] form which is the element of vision?
The sphere of vision—this is that [material] form which is the element of vision.",
1-704,704. Katamaṃ taṃ rūpaṃ sotadhātu…pe… ghānadhātu…pe… jivhādhātu…pe… kāyadhātu? Kāyāyatanaṃ – idaṃ taṃ rūpaṃ kāyadhātu.,"What is that [material] form which is not the element of vision?
The sphere of hearing … and bodily nutriment—this is that [material] form which is not the element of vision.",
1-705,705. Katamaṃ taṃ rūpaṃ na kāyadhātu? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na kāyadhātu.,"What is that [material] form which is the element of visible shape?
The sphere of visible shape—this is … the element of visible shape.",
1-706,706. Katamaṃ taṃ rūpaṃ rūpadhātu? Rūpāyatanaṃ – idaṃ taṃ rūpaṃ rūpadhātu.,"What is that [material] form which is not the element of visible shape?
The sphere of vision … and bodily nutriment—this is … not, etc.",
1-707,707. Katamaṃ taṃ rūpaṃ na rūpadhātu? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na rūpadhātu.,"What is that [material] form which is the element of sound … of odour … of taste … of the tangible?
The sphere of … the tangible—this is … the element of the tangible.",
1-708,708. Katamaṃ taṃ rūpaṃ saddadhātu…pe… gandhadhātu…pe… rasadhātu…pe… phoṭṭhabbadhātu? Phoṭṭhabbāyatanaṃ – idaṃ taṃ rūpaṃ phoṭṭhabbadhātu.,"What is that [material] form which is not the element of the tangible?
The sphere of vision … and bodily nutriment—this is … not the element of the tangible.
Faculty ( indriyaṃ )",
1-709,709. Katamaṃ taṃ rūpaṃ na phoṭṭhabbadhātu? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na phoṭṭhabbadhātu.,"What is that [material] form which is the faculty of vision?
The eye, that is to say, the sentient organ which is derived from the four Great Phenomena … this that is “an empty village”—this is … the faculty of vision.",
1-710,710. Katamaṃ taṃ rūpaṃ cakkhundriyaṃ? Yaṃ cakkhu catunnaṃ mahābhūtānaṃ upādāya pasādo…pe… suñño gāmo peso – idaṃ taṃ rūpaṃ cakkhundriyaṃ.,"What is that [material] form which is not the faculty of vision?
The sphere of hearing … and bodily nutriment—this is … not, etc.",
1-711,711. Katamaṃ taṃ rūpaṃ na cakkhundriyaṃ? Sotāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na cakkhundriyaṃ.,"What is that [material] form which is the faculty of hearing … smell … taste … body-sensibility?
The … body, that is to say, the sentient principle, which is derived from the four Great Phenomena … this that is “an empty village”—this is … the faculty of … body sensibility.",
1-712,712. Katamaṃ taṃ rūpaṃ sotindriyaṃ…pe… ghānindriyaṃ…pe… jivhindriyaṃ…pe… kāyindriyaṃ? Yo kāyo catunnaṃ mahābhūtānaṃ upādāya pasādo…pe… suñño gāmo peso – idaṃ taṃ rūpaṃ kāyindriyaṃ.,"What is that [material] body which is not the faculty of … body-sensibility?
The sphere of vision … and bodily nutriment—this is … not, etc.",
1-713,713. Katamaṃ taṃ rūpaṃ na kāyindriyaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na kāyindriyaṃ.,"What is that [material] form which is woman-faculty?
That which is of the female, feminine in appearance, characteristics, occupation, and deportment, feminine in condition and being—this is that form which is woman-faculty.",
1-714,714. Katamaṃ taṃ rūpaṃ itthindriyaṃ? Yaṃ itthiyā itthiliṅgaṃ itthinimittaṃ itthikuttaṃ itthākappo itthattaṃ itthibhāvo – idaṃ taṃ rūpaṃ itthindriyaṃ.,"What is that [material] form which is man-faculty?
That which is of the male, masculine in appearance, characteristics, occupation, and deportment, masculine in condition and being—this is that form which is man-faculty.",
1-715,715. Katamaṃ taṃ rūpaṃ na itthindriyaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na itthindriyaṃ.,"What is that [material] form which is not man-faculty?
Answer as in § 713a .",
1-716,716. Katamaṃ taṃ rūpaṃ purisindriyaṃ? Yaṃ purisassa purisaliṅgaṃ purisanimittaṃ purisakuttaṃ purisākappo purisattaṃ purisabhāvo – idaṃ taṃ rūpaṃ purisindriyaṃ.,"What is that [material] form which is (the faculty of) life?
The persistence of these corporeal states, their subsistence, their going on, their being kept going on, their progress, continuance, preservation, life, life as faculty—this is … (the faculty of) life.",
1-717,717. Katamaṃ taṃ rūpaṃ na purisindriyaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na purisindriyaṃ.,"What is that [material] form which is not (the faculty of) life?
Answer as in § 713a .
Intimation ( viññatti )",
1-718,718. Katamaṃ taṃ rūpaṃ jīvitindriyaṃ? Yo tesaṃ rūpīnaṃ dhammānaṃ āyu ṭhiti yapanā yāpanā iriyanā vattanā pālanā jīvitaṃ jīvitindriyaṃ – idaṃ taṃ rūpaṃ jīvitindriyaṃ.,"What is that [material] form which is bodily intimation?
Answer as in § 636 .",
1-719,719. Katamaṃ taṃ rūpaṃ na jīvitindriyaṃ? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na jīvitindriyaṃ.,"What is that [material] form which is not bodily intimation?
The sphere of vision … and bodily nutriment—this is … bodily intimation.",
1-720,720. Katamaṃ taṃ rūpaṃ kāyaviññatti? Yā kusalacittassa vā akusalacittassa vā abyākatacittassa vā abhikkamantassa vā paṭikkamantassa vā ālokentassa vā vilokentassa vā samiñjentassa vā pasārentassa vā kāyassa thambhanā santhambhanā santhambhitattaṃ viññatti viññāpanā viññāpitattaṃ – idaṃ taṃ rūpaṃ kāyaviññatti.,"What is that [material] form which is vocal intimation?
Answer as in § 637 .",
1-721,721. Katamaṃ taṃ rūpaṃ na kāyaviññatti? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na kāyaviññatti.,"What is that [material] form which is not vocal intimation?
The sphere of vision … and bodily nutriment—this is … not, etc.
Space and fluid",
1-722,"722. Katamaṃ taṃ rūpaṃ vacīviññatti? Yā kusalacittassa vā akusalacittassa vā abyākatacittassa vā vācā girā byappatho udīraṇaṃ ghoso ghosakammaṃ vācā vacībhedo, ayaṃ vuccati vācā. Yā tāya vācāya viññatti viññāpanā viññāpitattaṃ – idaṃ taṃ rūpaṃ vacīviññatti.","What is that [material] form which is the element of space?
That which is space and belongs to space, is sky, belongs to sky, is vacuum, belongs to vacuum, and is not in contact with the four Great Phenomena—this is … the element of space.",
1-723,723. Katamaṃ taṃ rūpaṃ na vacīviññatti? Cakkhāyatanaṃ…pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na vacīviññatti.,"What is that [material] form which is not the element of space?
Answer as § 721 .",
1-724,724. Katamaṃ taṃ rūpaṃ ākāsadhātu? Yo ākāso ākāsagataṃ aghaṃ aghagataṃ vivaro vivaragataṃ asamphuṭṭhaṃ catūhi mahābhūtehi – idaṃ taṃ rūpaṃ ākāsadhātu.,"What is that [material] form which is the element of fluidity?
That which is fluid and belongs to fluid, that which is viscid and belongs to viscid, the cohesiveness of form—this is … the element of fluidity.",
1-725,725. Katamaṃ taṃ rūpaṃ na ākāsadhātu? Cakkhāyatanaṃ …pe… kabaḷīkāro āhāro – idaṃ taṃ rūpaṃ na ākāsadhātu.,"What is that [material] form which is not the element of fluidity?
Answer as in § 721 .
Modes of form",
